Airline,Duration,Total stops,Price,Date,Source,Destination
Air India,29h 05m,2 stops,"₹ 43,135",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,135",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 43,261",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 43,261",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 43,261",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 44,578",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 44,578",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,695",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,695",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,695",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,695",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 51,858",2023-06-01,CCJ,DXB
Air India,28h 00m,3 stops,"₹ 51,858",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 52,767",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 52,767",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 52,767",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 52,767",2023-06-01,CCJ,DXB
Emirates,3h 55m,direct,"₹ 72,370",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Oman Air,14h 00m,1 stop,"₹ 68,227",2023-06-01,CCJ,DXB
Oman Air,19h 45m,1 stop,"₹ 45,351",2023-06-01,CCJ,DXB
IndiGo,14h 55m,1 stop,"₹ 17,144",2023-06-01,CCJ,DXB
IndiGo,14h 05m,1 stop,"₹ 18,213",2023-06-01,CCJ,DXB
"IndiGo, Air India",15h 55m,2 stops,"₹ 21,879",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 21,894",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 21,897",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 21,915",2023-06-01,CCJ,DXB
IndiGo,13h 30m,1 stop,"₹ 25,375",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 26,123",2023-06-01,CCJ,DXB
Air India,16h 40m,1 stop,"₹ 26,683",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 31,908",2023-06-01,CCJ,DXB
flynas,11h 15m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
flynas,14h 15m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
"Gulf Air, flydubai",13h 55m,1 stop,"₹ 34,614",2023-06-01,CCJ,DXB
"Air Arabia, Emirates",9h 55m,2 stops,"₹ 41,686",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 40m,1 stop,"₹ 43,471",2023-06-01,CCJ,DXB
"Gulf Air, Emirates",8h 35m,1 stop,"₹ 44,502",2023-06-01,CCJ,DXB
Oman Air,19h 45m,1 stop,"₹ 16,592",2023-06-01,CCJ,DXB
Oman Air,21h 10m,1 stop,"₹ 16,592",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 16,592",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 16,765",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 16,765",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 17,144",2023-06-01,CCJ,DXB
IndiGo,21h 05m,1 stop,"₹ 18,213",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 21,916",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 21,923",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 21,959",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 21,988",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 22,391",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 25,375",2023-06-01,CCJ,DXB
IndiGo,26h 45m,1 stop,"₹ 27,303",2023-06-01,CCJ,DXB
Air India,24h 35m,1 stop,"₹ 29,763",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 30,433",2023-06-01,CCJ,DXB
"Air Arabia, flydubai",15h 15m,2 stops,"₹ 31,798",2023-06-01,CCJ,DXB
"Air Arabia, flydubai",18h 05m,2 stops,"₹ 31,798",2023-06-01,CCJ,DXB
"Air Arabia, flydubai",21h 05m,2 stops,"₹ 31,798",2023-06-01,CCJ,DXB
flynas,17h 25m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
"Gulf Air, flydubai",16h 45m,1 stop,"₹ 34,614",2023-06-01,CCJ,DXB
"Gulf Air, flydubai",19h 45m,1 stop,"₹ 34,614",2023-06-01,CCJ,DXB
"Air Arabia, Jazeera Airways",16h 00m,3 stops,"₹ 36,380",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 36,606",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 38,211",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 20m,1 stop,"₹ 38,762",2023-06-01,CCJ,DXB
"Air Arabia, Emirates",17h 20m,2 stops,"₹ 41,686",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
"Air Arabia, Gulf Air",13h 30m,2 stops,"₹ 43,416",2023-06-01,CCJ,DXB
"Air Arabia, Gulf Air",15h 30m,2 stops,"₹ 43,416",2023-06-01,CCJ,DXB
"Air Arabia, Gulf Air",17h 35m,2 stops,"₹ 43,416",2023-06-01,CCJ,DXB
"Air Arabia, Gulf Air",19h 55m,2 stops,"₹ 43,416",2023-06-01,CCJ,DXB
"Air India, Emirates",29h 55m,2 stops,"₹ 43,471",2023-06-01,CCJ,DXB
"Air Arabia, Jazeera Airways",31h 25m,3 stops,"₹ 43,744",2023-06-01,CCJ,DXB
Multiple Airlines,24h 45m,3 stops,"₹ 44,450",2023-06-01,CCJ,DXB
"Gulf Air, Emirates",16h 00m,1 stop,"₹ 44,502",2023-06-01,CCJ,DXB
"Gulf Air, Jazeera Airways",14h 40m,2 stops,"₹ 45,444",2023-06-01,CCJ,DXB
flynas,22h 55m,1 stop,"₹ 48,570",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 48,598",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 48,598",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 37,585",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 25,173",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 24,908",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 24,917",2023-06-01,CCJ,DXB
IndiGo,14h 55m,1 stop,"₹ 26,321",2023-06-01,CCJ,DXB
IndiGo,13h 30m,1 stop,"₹ 31,286",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 31,586",2023-06-01,CCJ,DXB
flynas,11h 15m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
flynas,14h 15m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 33,402",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 40m,1 stop,"₹ 43,329",2023-06-01,CCJ,DXB
Oman Air,19h 45m,1 stop,"₹ 17,651",2023-06-01,CCJ,DXB
Oman Air,21h 10m,1 stop,"₹ 17,651",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 17,844",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 17,844",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 17,844",2023-06-01,CCJ,DXB
IndiGo,19h 55m,1 stop,"₹ 22,283",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 24,188",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 24,922",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 24,934",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 24,957",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 26,321",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 31,286",2023-06-01,CCJ,DXB
Air India,24h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 32,200",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 32,533",2023-06-01,CCJ,DXB
IndiGo,25h 35m,1 stop,"₹ 34,037",2023-06-01,CCJ,DXB
Air India,16h 40m,1 stop,"₹ 36,952",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 20m,1 stop,"₹ 37,713",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 37,713",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 39,366",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 44,578",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 45,364",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 45,364",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 45,364",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 47,338",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 47,338",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,3 stops,"₹ 52,324",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 52,822",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 55,352",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 57,787",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 69,042",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 91,304",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 91,304",2023-06-01,CCJ,DXB
Qatar Airways,25h 05m,1 stop,"₹ 91,304",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 30m,2 stops,"₹ 125,078",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",17h 40m,2 stops,"₹ 125,078",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 15m,2 stops,"₹ 125,078",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 132,430",2023-06-01,CCJ,DXB
Emirates,3h 55m,direct,"₹ 28,094",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 41,126",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 31,477",2023-06-01,CCJ,DXB
Hahn Air Systems,4h 15m,direct,"₹ 36,510",2023-06-01,CCJ,DXB
IndiGo,14h 55m,1 stop,"₹ 20,119",2023-06-01,CCJ,DXB
IndiGo,12h 55m,1 stop,"₹ 21,318",2023-06-01,CCJ,DXB
IndiGo,19h 55m,1 stop,"₹ 21,318",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 26,189",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 26,197",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 26,207",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 26,243",2023-06-01,CCJ,DXB
IndiGo,13h 30m,1 stop,"₹ 29,385",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 30,178",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 31,908",2023-06-01,CCJ,DXB
flynas,9h 20m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
flynas,9h 25m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
flynas,11h 15m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
flynas,14h 15m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 16,592",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 16,770",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 16,770",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 20,119",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 26,256",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 26,281",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 27,108",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 29,385",2023-06-01,CCJ,DXB
Air India,16h 40m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 32,200",2023-06-01,CCJ,DXB
IndiGo,25h 35m,1 stop,"₹ 32,513",2023-06-01,CCJ,DXB
Air India,24h 35m,1 stop,"₹ 32,533",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 32,533",2023-06-01,CCJ,DXB
flynas,17h 25m,1 stop,"₹ 32,902",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 39,366",2023-06-01,CCJ,DXB
Oman Air,12h 25m,1 stop,"₹ 24,976",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 31,024",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 17,521",2023-06-01,CCJ,DXB
SpiceJet,4h 15m,direct,"₹ 29,354",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 28,451",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 30m,2 stops,"₹ 123,519",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 89,745",2023-06-01,CCJ,DXB
"Air India, Etihad Airways",16h 00m,2 stops,"₹ 122,508",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 40,672",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 28,451",2023-06-01,CCJ,DXB
Air India Express,4h 05m,direct,"₹ 28,557",2023-06-01,CCJ,DXB
Oman Air,12h 25m,1 stop,"₹ 16,820",2023-06-01,CCJ,DXB
Air India Express,4h 05m,direct,"₹ 28,557",2023-06-01,CCJ,DXB
SpiceJet,4h 15m,direct,"₹ 26,749",2023-06-01,CCJ,DXB
IndiGo,3h 55m,direct,"₹ 31,078",2023-06-01,CCJ,DXB
Hahn Air Systems,4h 15m,direct,"₹ 37,135",2023-06-01,CCJ,DXB
Oman Air,8h 15m,1 stop,"₹ 20,550",2023-06-01,CCJ,DXB
Oman Air,8h 40m,1 stop,"₹ 18,684",2023-06-01,CCJ,DXB
IndiGo,8h 50m,1 stop,"₹ 22,918",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 27,054",2023-06-01,CCJ,DXB
Oman Air,15h 20m,1 stop,"₹ 16,820",2023-06-01,CCJ,DXB
Oman Air,14h 00m,1 stop,"₹ 17,425",2023-06-01,CCJ,DXB
IndiGo,12h 55m,1 stop,"₹ 22,918",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 27,054",2023-06-01,CCJ,DXB
Oman Air,19h 45m,1 stop,"₹ 18,431",2023-06-01,CCJ,DXB
Oman Air,19h 45m,1 stop,"₹ 18,431",2023-06-01,CCJ,DXB
IndiGo,19h 55m,1 stop,"₹ 21,768",2023-06-01,CCJ,DXB
Oman Air,21h 10m,1 stop,"₹ 23,652",2023-06-01,CCJ,DXB
IndiGo,14h 55m,1 stop,"₹ 24,878",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 26,197",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 26,207",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 26,243",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 31,586",2023-06-01,CCJ,DXB
IndiGo,13h 30m,1 stop,"₹ 32,570",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 33,402",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 20m,1 stop,"₹ 41,623",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 40m,1 stop,"₹ 53,435",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 16,770",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 16,770",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 16,770",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 24,346",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 24,870",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 26,256",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 26,281",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 32,562",2023-06-01,CCJ,DXB
IndiGo,25h 35m,1 stop,"₹ 33,523",2023-06-01,CCJ,DXB
Air India,24h 35m,1 stop,"₹ 33,871",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 40,501",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 40,933",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 49,131",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 52,150",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 52,150",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 53,323",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 53,323",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 53,323",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 53,323",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 53,435",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 53,638",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 53,638",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 54,580",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 54,991",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 55,392",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 55,392",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 55,392",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 55,392",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 57,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 57,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 57,964",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 65,048",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 83,742",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 89,745",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 89,745",2023-06-01,CCJ,DXB
Qatar Airways,25h 05m,1 stop,"₹ 89,745",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 30m,2 stops,"₹ 123,519",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",17h 40m,2 stops,"₹ 123,519",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 15m,2 stops,"₹ 123,519",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 130,663",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 130,969",2023-06-01,CCJ,DXB
"Etihad Airways, Oman Air",11h 45m,2 stops,"₹ 140,855",2023-06-01,CCJ,DXB
"Etihad Airways, Gulf Air",14h 30m,2 stops,"₹ 142,136",2023-06-01,CCJ,DXB
Air India,52h 10m,2 stops,"₹ 66,333",2023-06-01,CCJ,DXB
IndiGo,13h 30m,1 stop,"₹ 30,753",2023-06-01,CCJ,DXB
IndiGo,14h 55m,1 stop,"₹ 31,267",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 31,586",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 33,402",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 35,247",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 35,249",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 35,251",2023-06-01,CCJ,DXB
Air India,16h 40m,1 stop,"₹ 36,952",2023-06-01,CCJ,DXB
flynas,11h 15m,1 stop,"₹ 50,027",2023-06-01,CCJ,DXB
flynas,14h 15m,1 stop,"₹ 50,027",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 40m,1 stop,"₹ 58,895",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 17,843",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 18,433",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 19,753",2023-06-01,CCJ,DXB
Oman Air,21h 10m,1 stop,"₹ 24,711",2023-06-01,CCJ,DXB
IndiGo,19h 55m,1 stop,"₹ 25,485",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 30,753",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 31,267",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 33,402",2023-06-01,CCJ,DXB
IndiGo,25h 35m,1 stop,"₹ 33,523",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 35,367",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 35,395",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 35,395",2023-06-01,CCJ,DXB
Air India,24h 35m,1 stop,"₹ 40,032",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 40,501",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 40,933",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 20m,1 stop,"₹ 47,634",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 54,383",2023-06-01,CCJ,DXB
Air India,28h 00m,3 stops,"₹ 57,659",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 58,542",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 58,542",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 58,542",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 58,542",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 58,542",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 58,542",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 58,542",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 58,895",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 58,895",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 59,938",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 59,938",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 64,264",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 64,264",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 64,264",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 68,257",2023-06-01,CCJ,DXB
flynas,35h 50m,2 stops,"₹ 69,378",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 70,279",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 70,687",2023-06-01,CCJ,DXB
flynas,35h 50m,2 stops,"₹ 71,810",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 83,742",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 91,304",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 91,304",2023-06-01,CCJ,DXB
Qatar Airways,25h 05m,1 stop,"₹ 91,304",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 30m,2 stops,"₹ 125,078",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",17h 40m,2 stops,"₹ 125,078",2023-06-01,CCJ,DXB
Emirates,3h 55m,direct,"₹ 52,570",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 38,038",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 31,024",2023-06-01,CCJ,DXB
Oman Air,14h 00m,1 stop,"₹ 45,351",2023-06-01,CCJ,DXB
Oman Air,15h 20m,1 stop,"₹ 68,227",2023-06-01,CCJ,DXB
Air India Express,4h 05m,direct,"₹ 27,103",2023-06-01,CCJ,DXB
Oman Air,15h 20m,1 stop,"₹ 16,592",2023-06-01,CCJ,DXB
